Gemeentecode,Gemeentenaam,Provincienaam,20200227,20200228,20200229,20200301,20200302,20200303,20200304,20200305,20200306,20200307,20200308,20200309,20200310,20200311,20200312,20200313,20200314,20200315,20200316,20200317,20200318,20200319,20200320,20200321,20200322,20200323,20200324,20200325,20200326,20200327,20200328,20200329,20200330
163,Hellendoorn,Overijssel,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,6,7,7,8,10,10,14
530,Hellevoetsluis,Zuid-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,5,5,5,7,10,15,15,15
794,Helmond,Noord-Brabant,0,0,0,0,1,1,4,4,4,4,5,7,11,12,14,16,17,17,17,19,20,22,26,32,38,49,55,63,66,75,91,91,105
531,Hendrik-Ido-Ambacht,Zuid-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,5,5,5,6
164,Hengelo,Overijssel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5,13,15,15,16,17,21,23,25,25,40
796,'s-Hertogenbosch,Noord-Brabant,0,0,0,0,0,0,0,0,0,2,2,3,4,5,8,11,14,14,20,24,30,35,38,45,55,60,67,75,87,108,117,117,150
252,Heumen,Gelderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,7,7,7,9,11,12,15,15,16,16,20
797,Heusden,Noord-Brabant,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,4,4,4,4,5,6,7,11,15,16,19,20,25,37,39,39,46
534,Hillegom,Zuid-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,3,3,4,4,6
798,Hilvarenbeek,Noord-Brabant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,5,4,4,4,4,4,5,6,7,8,10,10,10,12,12,13
402,Hilversum,Noord-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,7,7,7,7,16,18,24,24,24,25
1963,Hoeksche Waard,Zuid-Holland,0,0,0,0,0,0,1,1,1,2,1,2,2,2,1,1,1,2,4,6,8,12,17,17,21,23,31,36,43,51,55,55,62
1735,Hof van Twente,Overijssel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,5,5,5,6,8,14,17,17,18
1966,Het Hogeland,Groningen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,7,7,7,9
1911,Hollands Kroon,Noord-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,7,8,10,10,14,17,18,18,25
118,Hoogeveen,Drenthe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,4,5,5,5,6,7,7,8,9,9,13
405,Hoorn,Noord-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,8,9,11,12,14,15,17,20,20,23
